,vignette,actor,infotype,use,inference,type
105,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to improve services generally",search engine,"your likes, clicks and engagement online",to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
106,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to improve services generally",search engine,"your likes, clicks and engagement online",to improve services generally,your emotional state or your mood,web2
107,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to improve services generally",search engine,"your likes, clicks and engagement online",to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
108,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to improve services generally",search engine,"your likes, clicks and engagement online",to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
109,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to improve services generally",search engine,"your likes, clicks and engagement online",to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
110,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to place ads targeted to you while on their site",search engine,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
111,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to place ads targeted to you while on their site",search engine,"your likes, clicks and engagement online",to place ads targeted to you while on their site,your emotional state or your mood,web2
112,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to place ads targeted to you while on their site",search engine,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
113,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to place ads targeted to you while on their site",search engine,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
114,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to place ads targeted to you while on their site",search engine,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
115,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
116,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web2
117,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
118,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
119,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
120,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,your location,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
121,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,your location,for others to place ads targeted to you while you are online later,your emotional state or your mood,web2
122,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,your location,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
123,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,your location,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
124,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,your location,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
125,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to improve services generally",search engine,your location,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
126,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to improve services generally",search engine,your location,to improve services generally,your emotional state or your mood,web2
127,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to improve services generally",search engine,your location,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
128,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to improve services generally",search engine,your location,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
129,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to improve services generally",search engine,your location,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
130,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to place ads targeted to you while on their site",search engine,your location,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
131,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to place ads targeted to you while on their site",search engine,your location,to place ads targeted to you while on their site,your emotional state or your mood,web2
132,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to place ads targeted to you while on their site",search engine,your location,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
133,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to place ads targeted to you while on their site",search engine,your location,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
134,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to place ads targeted to you while on their site",search engine,your location,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
135,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
136,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web2
137,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
138,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
139,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
140,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,your search history,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
141,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,your search history,for others to place ads targeted to you while you are online later,your emotional state or your mood,web2
142,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,your search history,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
143,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,your search history,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
144,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,your search history,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
145,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to improve services generally",search engine,your search history,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
146,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to improve services generally",search engine,your search history,to improve services generally,your emotional state or your mood,web2
147,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to improve services generally",search engine,your search history,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
148,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to improve services generally",search engine,your search history,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
149,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to improve services generally",search engine,your search history,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
150,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to place ads targeted to you while on their site",search engine,your search history,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
151,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to place ads targeted to you while on their site",search engine,your search history,to place ads targeted to you while on their site,your emotional state or your mood,web2
152,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to place ads targeted to you while on their site",search engine,your search history,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
153,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to place ads targeted to you while on their site",search engine,your search history,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
154,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to place ads targeted to you while on their site",search engine,your search history,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
155,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
156,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web2
157,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
158,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
159,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
160,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
161,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,your emotional state or your mood,web2
162,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
163,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
164,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
165,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to improve services generally",search engine,the data you included in your profile,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
166,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to improve services generally",search engine,the data you included in your profile,to improve services generally,your emotional state or your mood,web2
167,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to improve services generally",search engine,the data you included in your profile,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
168,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to improve services generally",search engine,the data you included in your profile,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
169,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to improve services generally",search engine,the data you included in your profile,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
170,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to place ads targeted to you while on their site",search engine,the data you included in your profile,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
171,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to place ads targeted to you while on their site",search engine,the data you included in your profile,to place ads targeted to you while on their site,your emotional state or your mood,web2
172,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to place ads targeted to you while on their site",search engine,the data you included in your profile,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
173,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to place ads targeted to you while on their site",search engine,the data you included in your profile,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
174,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to place ads targeted to you while on their site",search engine,the data you included in your profile,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
175,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
176,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web2
177,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
178,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
179,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
180,"A search engine collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
181,"A search engine collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,your emotional state or your mood,web2
182,"A search engine collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
183,"A search engine collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
184,"A search engine collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge for others to place ads targeted to you while you are online later",search engine,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
185,"A search engine collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to improve services generally",search engine,your web activity including browsing or purchase history,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
186,"A search engine collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. The company keeps the new knowledge to improve services generally",search engine,your web activity including browsing or purchase history,to improve services generally,your emotional state or your mood,web2
187,"A search engine collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The company keeps the new knowledge to improve services generally",search engine,your web activity including browsing or purchase history,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web2
188,"A search engine collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The company keeps the new knowledge to improve services generally",search engine,your web activity including browsing or purchase history,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web2
189,"A search engine collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The company keeps the new knowledge to improve services generally",search engine,your web activity including browsing or purchase history,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web2
190,"A search engine collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. The company keeps the new knowledge to place ads targeted to you while on their site",search engine,your web activity including browsing or purchase history,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web2
