,vignette,actor,infotype,use,inference,type
138,"A search engine allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
139,"A search engine allows small trackers owned by a data broker to collect your location. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
140,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your search history,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
141,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your search history,for others to place ads targeted to you while you are online later,your emotional state or your mood,web5
142,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your search history,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
143,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your search history,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
144,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your search history,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
145,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your search history,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
146,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your search history,to improve services generally,your emotional state or your mood,web5
147,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your search history,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
148,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your search history,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
149,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your search history,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
150,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your search history,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
151,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your search history,to place ads targeted to you while on their site,your emotional state or your mood,web5
152,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your search history,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
153,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your search history,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
154,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your search history,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
155,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
156,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web5
157,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
158,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
159,"A search engine allows small trackers owned by a data broker to collect your search history. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
160,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
161,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,your emotional state or your mood,web5
162,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
163,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
164,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
165,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,the data you included in your profile,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
166,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,the data you included in your profile,to improve services generally,your emotional state or your mood,web5
167,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,the data you included in your profile,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
168,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,the data you included in your profile,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
169,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,the data you included in your profile,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
170,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,the data you included in your profile,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
171,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,the data you included in your profile,to place ads targeted to you while on their site,your emotional state or your mood,web5
172,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,the data you included in your profile,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
173,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,the data you included in your profile,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
174,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,the data you included in your profile,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
175,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
176,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web5
177,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
178,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
179,"A search engine allows small trackers owned by a data broker to collect the data you included in your profile. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
180,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
181,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,your emotional state or your mood,web5
182,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
183,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
184,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
185,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your web activity including browsing or purchase history,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
186,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your web activity including browsing or purchase history,to improve services generally,your emotional state or your mood,web5
187,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your web activity including browsing or purchase history,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
188,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your web activity including browsing or purchase history,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
189,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your web activity including browsing or purchase history,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
190,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your web activity including browsing or purchase history,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
191,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your web activity including browsing or purchase history,to place ads targeted to you while on their site,your emotional state or your mood,web5
192,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your web activity including browsing or purchase history,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
193,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your web activity including browsing or purchase history,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
194,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your web activity including browsing or purchase history,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
195,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
196,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web5
197,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
198,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
199,"A search engine allows small trackers owned by a data broker to collect your web activity including browsing or purchase history. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
200,"A social media site connecting friends and acquaintances allows small trackers owned by a data broker to collect your likes, clicks and engagement online. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",social media site connecting friends and acquaintances,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
201,"A social media site connecting friends and acquaintances allows small trackers owned by a data broker to collect your likes, clicks and engagement online. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",social media site connecting friends and acquaintances,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,your emotional state or your mood,web5
202,"A social media site connecting friends and acquaintances allows small trackers owned by a data broker to collect your likes, clicks and engagement online. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",social media site connecting friends and acquaintances,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
203,"A social media site connecting friends and acquaintances allows small trackers owned by a data broker to collect your likes, clicks and engagement online. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",social media site connecting friends and acquaintances,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
204,"A social media site connecting friends and acquaintances allows small trackers owned by a data broker to collect your likes, clicks and engagement online. Based on the collected data and people similar to you, the data broker is able to infer about your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",social media site connecting friends and acquaintances,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web5
205,"A social media site connecting friends and acquaintances allows small trackers owned by a data broker to collect your likes, clicks and engagement online. Based on the collected data and people similar to you, the data broker is able to infer about your demographics such as age, gender, race, family status, income, sexual orientation etc.. The data broker then keeps this knowledge about you and others in order to improve services generally.",social media site connecting friends and acquaintances,"your likes, clicks and engagement online",to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web5
206,"A social media site connecting friends and acquaintances allows small trackers owned by a data broker to collect your likes, clicks and engagement online. Based on the collected data and people similar to you, the data broker is able to infer about your your emotional state or your mood. The data broker then keeps this knowledge about you and others in order to improve services generally.",social media site connecting friends and acquaintances,"your likes, clicks and engagement online",to improve services generally,your emotional state or your mood,web5
207,"A social media site connecting friends and acquaintances allows small trackers owned by a data broker to collect your likes, clicks and engagement online. Based on the collected data and people similar to you, the data broker is able to infer about your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",social media site connecting friends and acquaintances,"your likes, clicks and engagement online",to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web5
208,"A social media site connecting friends and acquaintances allows small trackers owned by a data broker to collect your likes, clicks and engagement online. Based on the collected data and people similar to you, the data broker is able to infer about your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). The data broker then keeps this knowledge about you and others in order to improve services generally.",social media site connecting friends and acquaintances,"your likes, clicks and engagement online",to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web5
