,vignette,actor,infotype,use,inference,type
113,"A search engine collects your your likes, clicks and engagement online. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
114,"A search engine collects your your likes, clicks and engagement online. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
115,"A search engine collects your your likes, clicks and engagement online. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
116,"A search engine collects your your likes, clicks and engagement online. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web4
117,"A search engine collects your your likes, clicks and engagement online. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
118,"A search engine collects your your likes, clicks and engagement online. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
119,"A search engine collects your your likes, clicks and engagement online. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
120,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your location,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
121,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your location,for others to place ads targeted to you while you are online later,your emotional state or your mood,web4
122,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your location,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
123,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your location,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
124,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your location,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
125,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your location,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
126,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your location,to improve services generally,your emotional state or your mood,web4
127,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your location,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
128,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your location,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
129,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your location,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
130,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your location,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
131,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your location,to place ads targeted to you while on their site,your emotional state or your mood,web4
132,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your location,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
133,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your location,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
134,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your location,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
135,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
136,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web4
137,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
138,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
139,"A search engine collects your your location. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
140,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your search history,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
141,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your search history,for others to place ads targeted to you while you are online later,your emotional state or your mood,web4
142,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your search history,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
143,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your search history,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
144,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your search history,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
145,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your search history,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
146,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your search history,to improve services generally,your emotional state or your mood,web4
147,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your search history,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
148,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your search history,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
149,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your search history,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
150,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your search history,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
151,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your search history,to place ads targeted to you while on their site,your emotional state or your mood,web4
152,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your search history,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
153,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your search history,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
154,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,your search history,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
155,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
156,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web4
157,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
158,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
159,"A search engine collects your your search history. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
160,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
161,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,your emotional state or your mood,web4
162,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
163,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
164,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
165,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,the data you included in your profile,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
166,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,the data you included in your profile,to improve services generally,your emotional state or your mood,web4
167,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,the data you included in your profile,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
168,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,the data you included in your profile,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
169,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,the data you included in your profile,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
170,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,the data you included in your profile,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
171,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,the data you included in your profile,to place ads targeted to you while on their site,your emotional state or your mood,web4
172,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,the data you included in your profile,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
173,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,the data you included in your profile,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
174,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to place ads targeted to you while on their site.",search engine,the data you included in your profile,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
175,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
176,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web4
177,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
178,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
179,"A search engine collects your the data you included in your profile. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution).",search engine,the data you included in your profile,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
180,"A search engine collects your your web activity including browsing or purchase history. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
181,"A search engine collects your your web activity including browsing or purchase history. While the data never leaves the original company, a data broker is allowed to infer your your emotional state or your mood based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,your emotional state or your mood,web4
182,"A search engine collects your your web activity including browsing or purchase history. While the data never leaves the original company, a data broker is allowed to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web4
183,"A search engine collects your your web activity including browsing or purchase history. While the data never leaves the original company, a data broker is allowed to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web4
184,"A search engine collects your your web activity including browsing or purchase history. While the data never leaves the original company, a data broker is allowed to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.) based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order for others to place ads targeted to you while you are online later.",search engine,your web activity including browsing or purchase history,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web4
185,"A search engine collects your your web activity including browsing or purchase history. While the data never leaves the original company, a data broker is allowed to infer your demographics such as age, gender, race, family status, income, sexual orientation etc. based on the data collected about you and other people. The data broker then keeps this knowledge about you and others in order to improve services generally.",search engine,your web activity including browsing or purchase history,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web4
