,vignette,sender,infotype,recipient,transmission,type
439,"a smart watch records the times its owner's child is home which is sent to a third-party service provider under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a smart watch,the times its owner's child is home,a third-party service provider,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
440,a smart watch records the times its owner's child is home which is sent to a third-party service provider under the following condition: if it implements reasonable procedures to protect the information collected,a smart watch,the times its owner's child is home,a third-party service provider,if it implements reasonable procedures to protect the information collected,coppa
441,a smart watch records the times its owner's child is home which is sent to a third-party service provider under the following condition: if the information is kept confidential,a smart watch,the times its owner's child is home,a third-party service provider,if the information is kept confidential,coppa
442,a smart watch records the times its owner's child is home which is sent to a third-party service provider under the following condition: if the information is kept secure,a smart watch,the times its owner's child is home,a third-party service provider,if the information is kept secure,coppa
443,a smart watch records the times its owner's child is home which is sent to a third-party service provider under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a smart watch,the times its owner's child is home,a third-party service provider,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
444,a smart watch records the times its owner's child is home which is sent to a third-party service provider under the following condition: if the information is deleted,a smart watch,the times its owner's child is home,a third-party service provider,if the information is deleted,coppa
445,a smart watch records the times its owner's child is home which is sent to a third-party service provider under the following condition: if the information is used to protect a child's safety,a smart watch,the times its owner's child is home,a third-party service provider,if the information is used to protect a child's safety,coppa
446,a smart watch records the times its owner's child is home which is sent to a third-party service provider under the following condition: if the information is used to provide support for internal operations of the device,a smart watch,the times its owner's child is home,a third-party service provider,if the information is used to provide support for internal operations of the device,coppa
447,a smart watch records the times its owner's child is home which is sent to a third-party service provider under the following condition: if the information is used to maintain or analyze the function of the device,a smart watch,the times its owner's child is home,a third-party service provider,if the information is used to maintain or analyze the function of the device,coppa
448,a smart watch records the times its owner's child is home which is sent to a third-party service provider under the following condition: if the information is used to serve contextual ads,a smart watch,the times its owner's child is home,a third-party service provider,if the information is used to serve contextual ads,coppa
449,a smart watch records the times its owner's child is home which is sent to a third-party service provider under the following condition: if it complies with the Children's Online Privacy Protection Rule,a smart watch,the times its owner's child is home,a third-party service provider,if it complies with the Children's Online Privacy Protection Rule,coppa
450,a smart watch records the times it is used which is sent to its manufacturer under the following condition: if its privacy policy permits it,a smart watch,the times it is used,its manufacturer,if its privacy policy permits it,coppa
451,a smart watch records the times it is used which is sent to its manufacturer under the following condition: if its owner is directly notified before the information was collected,a smart watch,the times it is used,its manufacturer,if its owner is directly notified before the information was collected,coppa
452,a smart watch records the times it is used which is sent to its manufacturer under the following condition: if its owner has given verifiable consent,a smart watch,the times it is used,its manufacturer,if its owner has given verifiable consent,coppa
453,a smart watch records the times it is used which is sent to its manufacturer under the following condition: if its owner has given verifiable consent before the information was collected,a smart watch,the times it is used,its manufacturer,if its owner has given verifiable consent before the information was collected,coppa
454,"a smart watch records the times it is used which is sent to its manufacturer under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a smart watch,the times it is used,its manufacturer,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
455,a smart watch records the times it is used which is sent to its manufacturer under the following condition: if it implements reasonable procedures to protect the information collected,a smart watch,the times it is used,its manufacturer,if it implements reasonable procedures to protect the information collected,coppa
456,a smart watch records the times it is used which is sent to its manufacturer under the following condition: if the information is kept confidential,a smart watch,the times it is used,its manufacturer,if the information is kept confidential,coppa
457,a smart watch records the times it is used which is sent to its manufacturer under the following condition: if the information is kept secure,a smart watch,the times it is used,its manufacturer,if the information is kept secure,coppa
458,a smart watch records the times it is used which is sent to its manufacturer under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a smart watch,the times it is used,its manufacturer,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
459,a smart watch records the times it is used which is sent to its manufacturer under the following condition: if the information is deleted,a smart watch,the times it is used,its manufacturer,if the information is deleted,coppa
460,a smart watch records the times it is used which is sent to its manufacturer under the following condition: if the information is used to protect a child's safety,a smart watch,the times it is used,its manufacturer,if the information is used to protect a child's safety,coppa
461,a smart watch records the times it is used which is sent to its manufacturer under the following condition: if the information is used to provide support for internal operations of the device,a smart watch,the times it is used,its manufacturer,if the information is used to provide support for internal operations of the device,coppa
462,a smart watch records the times it is used which is sent to its manufacturer under the following condition: if the information is used to maintain or analyze the function of the device,a smart watch,the times it is used,its manufacturer,if the information is used to maintain or analyze the function of the device,coppa
463,a smart watch records the times it is used which is sent to its manufacturer under the following condition: if the information is used to serve contextual ads,a smart watch,the times it is used,its manufacturer,if the information is used to serve contextual ads,coppa
464,a smart watch records the times it is used which is sent to its manufacturer under the following condition: if it complies with the Children's Online Privacy Protection Rule,a smart watch,the times it is used,its manufacturer,if it complies with the Children's Online Privacy Protection Rule,coppa
465,a smart watch records the times it is used which is sent to a third-party service provider under the following condition: if its privacy policy permits it,a smart watch,the times it is used,a third-party service provider,if its privacy policy permits it,coppa
466,a smart watch records the times it is used which is sent to a third-party service provider under the following condition: if its owner is directly notified before the information was collected,a smart watch,the times it is used,a third-party service provider,if its owner is directly notified before the information was collected,coppa
467,a smart watch records the times it is used which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent,a smart watch,the times it is used,a third-party service provider,if its owner has given verifiable consent,coppa
468,a smart watch records the times it is used which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent before the information was collected,a smart watch,the times it is used,a third-party service provider,if its owner has given verifiable consent before the information was collected,coppa
469,"a smart watch records the times it is used which is sent to a third-party service provider under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a smart watch,the times it is used,a third-party service provider,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
470,a smart watch records the times it is used which is sent to a third-party service provider under the following condition: if it implements reasonable procedures to protect the information collected,a smart watch,the times it is used,a third-party service provider,if it implements reasonable procedures to protect the information collected,coppa
471,a smart watch records the times it is used which is sent to a third-party service provider under the following condition: if the information is kept confidential,a smart watch,the times it is used,a third-party service provider,if the information is kept confidential,coppa
472,a smart watch records the times it is used which is sent to a third-party service provider under the following condition: if the information is kept secure,a smart watch,the times it is used,a third-party service provider,if the information is kept secure,coppa
473,a smart watch records the times it is used which is sent to a third-party service provider under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a smart watch,the times it is used,a third-party service provider,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
474,a smart watch records the times it is used which is sent to a third-party service provider under the following condition: if the information is deleted,a smart watch,the times it is used,a third-party service provider,if the information is deleted,coppa
475,a smart watch records the times it is used which is sent to a third-party service provider under the following condition: if the information is used to protect a child's safety,a smart watch,the times it is used,a third-party service provider,if the information is used to protect a child's safety,coppa
476,a smart watch records the times it is used which is sent to a third-party service provider under the following condition: if the information is used to provide support for internal operations of the device,a smart watch,the times it is used,a third-party service provider,if the information is used to provide support for internal operations of the device,coppa
477,a smart watch records the times it is used which is sent to a third-party service provider under the following condition: if the information is used to maintain or analyze the function of the device,a smart watch,the times it is used,a third-party service provider,if the information is used to maintain or analyze the function of the device,coppa
478,a smart watch records the times it is used which is sent to a third-party service provider under the following condition: if the information is used to serve contextual ads,a smart watch,the times it is used,a third-party service provider,if the information is used to serve contextual ads,coppa
479,a smart watch records the times it is used which is sent to a third-party service provider under the following condition: if it complies with the Children's Online Privacy Protection Rule,a smart watch,the times it is used,a third-party service provider,if it complies with the Children's Online Privacy Protection Rule,coppa
480,a smart watch records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if its privacy policy permits it,a smart watch,its owner's child's frequently traveled routes,its manufacturer,if its privacy policy permits it,coppa
481,a smart watch records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if its owner is directly notified before the information was collected,a smart watch,its owner's child's frequently traveled routes,its manufacturer,if its owner is directly notified before the information was collected,coppa
482,a smart watch records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if its owner has given verifiable consent,a smart watch,its owner's child's frequently traveled routes,its manufacturer,if its owner has given verifiable consent,coppa
483,a smart watch records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if its owner has given verifiable consent before the information was collected,a smart watch,its owner's child's frequently traveled routes,its manufacturer,if its owner has given verifiable consent before the information was collected,coppa
484,"a smart watch records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a smart watch,its owner's child's frequently traveled routes,its manufacturer,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
485,a smart watch records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if it implements reasonable procedures to protect the information collected,a smart watch,its owner's child's frequently traveled routes,its manufacturer,if it implements reasonable procedures to protect the information collected,coppa
486,a smart watch records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if the information is kept confidential,a smart watch,its owner's child's frequently traveled routes,its manufacturer,if the information is kept confidential,coppa
487,a smart watch records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if the information is kept secure,a smart watch,its owner's child's frequently traveled routes,its manufacturer,if the information is kept secure,coppa
488,a smart watch records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a smart watch,its owner's child's frequently traveled routes,its manufacturer,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
489,a smart watch records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if the information is deleted,a smart watch,its owner's child's frequently traveled routes,its manufacturer,if the information is deleted,coppa
490,a smart watch records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if the information is used to protect a child's safety,a smart watch,its owner's child's frequently traveled routes,its manufacturer,if the information is used to protect a child's safety,coppa
491,a smart watch records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if the information is used to provide support for internal operations of the device,a smart watch,its owner's child's frequently traveled routes,its manufacturer,if the information is used to provide support for internal operations of the device,coppa
492,a smart watch records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if the information is used to maintain or analyze the function of the device,a smart watch,its owner's child's frequently traveled routes,its manufacturer,if the information is used to maintain or analyze the function of the device,coppa
493,a smart watch records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if the information is used to serve contextual ads,a smart watch,its owner's child's frequently traveled routes,its manufacturer,if the information is used to serve contextual ads,coppa
494,a smart watch records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if it complies with the Children's Online Privacy Protection Rule,a smart watch,its owner's child's frequently traveled routes,its manufacturer,if it complies with the Children's Online Privacy Protection Rule,coppa
495,a smart watch records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if its privacy policy permits it,a smart watch,its owner's child's frequently traveled routes,a third-party service provider,if its privacy policy permits it,coppa
496,a smart watch records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if its owner is directly notified before the information was collected,a smart watch,its owner's child's frequently traveled routes,a third-party service provider,if its owner is directly notified before the information was collected,coppa
497,a smart watch records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent,a smart watch,its owner's child's frequently traveled routes,a third-party service provider,if its owner has given verifiable consent,coppa
498,a smart watch records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent before the information was collected,a smart watch,its owner's child's frequently traveled routes,a third-party service provider,if its owner has given verifiable consent before the information was collected,coppa
499,"a smart watch records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a smart watch,its owner's child's frequently traveled routes,a third-party service provider,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
500,a smart watch records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if it implements reasonable procedures to protect the information collected,a smart watch,its owner's child's frequently traveled routes,a third-party service provider,if it implements reasonable procedures to protect the information collected,coppa
501,a smart watch records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if the information is kept confidential,a smart watch,its owner's child's frequently traveled routes,a third-party service provider,if the information is kept confidential,coppa
502,a smart watch records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if the information is kept secure,a smart watch,its owner's child's frequently traveled routes,a third-party service provider,if the information is kept secure,coppa
503,a smart watch records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a smart watch,its owner's child's frequently traveled routes,a third-party service provider,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
504,a smart watch records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if the information is deleted,a smart watch,its owner's child's frequently traveled routes,a third-party service provider,if the information is deleted,coppa
505,a smart watch records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if the information is used to protect a child's safety,a smart watch,its owner's child's frequently traveled routes,a third-party service provider,if the information is used to protect a child's safety,coppa
506,a smart watch records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if the information is used to provide support for internal operations of the device,a smart watch,its owner's child's frequently traveled routes,a third-party service provider,if the information is used to provide support for internal operations of the device,coppa
507,a smart watch records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if the information is used to maintain or analyze the function of the device,a smart watch,its owner's child's frequently traveled routes,a third-party service provider,if the information is used to maintain or analyze the function of the device,coppa
508,a smart watch records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if the information is used to serve contextual ads,a smart watch,its owner's child's frequently traveled routes,a third-party service provider,if the information is used to serve contextual ads,coppa
509,a smart watch records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if it complies with the Children's Online Privacy Protection Rule,a smart watch,its owner's child's frequently traveled routes,a third-party service provider,if it complies with the Children's Online Privacy Protection Rule,coppa
510,a smart watch records its owner's child's location which is sent to its manufacturer under the following condition: if its privacy policy permits it,a smart watch,its owner's child's location,its manufacturer,if its privacy policy permits it,coppa
511,a smart watch records its owner's child's location which is sent to its manufacturer under the following condition: if its owner is directly notified before the information was collected,a smart watch,its owner's child's location,its manufacturer,if its owner is directly notified before the information was collected,coppa
512,a smart watch records its owner's child's location which is sent to its manufacturer under the following condition: if its owner has given verifiable consent,a smart watch,its owner's child's location,its manufacturer,if its owner has given verifiable consent,coppa
513,a smart watch records its owner's child's location which is sent to its manufacturer under the following condition: if its owner has given verifiable consent before the information was collected,a smart watch,its owner's child's location,its manufacturer,if its owner has given verifiable consent before the information was collected,coppa
514,"a smart watch records its owner's child's location which is sent to its manufacturer under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a smart watch,its owner's child's location,its manufacturer,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
515,a smart watch records its owner's child's location which is sent to its manufacturer under the following condition: if it implements reasonable procedures to protect the information collected,a smart watch,its owner's child's location,its manufacturer,if it implements reasonable procedures to protect the information collected,coppa
516,a smart watch records its owner's child's location which is sent to its manufacturer under the following condition: if the information is kept confidential,a smart watch,its owner's child's location,its manufacturer,if the information is kept confidential,coppa
517,a smart watch records its owner's child's location which is sent to its manufacturer under the following condition: if the information is kept secure,a smart watch,its owner's child's location,its manufacturer,if the information is kept secure,coppa
518,a smart watch records its owner's child's location which is sent to its manufacturer under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a smart watch,its owner's child's location,its manufacturer,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
519,a smart watch records its owner's child's location which is sent to its manufacturer under the following condition: if the information is deleted,a smart watch,its owner's child's location,its manufacturer,if the information is deleted,coppa
520,a smart watch records its owner's child's location which is sent to its manufacturer under the following condition: if the information is used to protect a child's safety,a smart watch,its owner's child's location,its manufacturer,if the information is used to protect a child's safety,coppa
521,a smart watch records its owner's child's location which is sent to its manufacturer under the following condition: if the information is used to provide support for internal operations of the device,a smart watch,its owner's child's location,its manufacturer,if the information is used to provide support for internal operations of the device,coppa
522,a smart watch records its owner's child's location which is sent to its manufacturer under the following condition: if the information is used to maintain or analyze the function of the device,a smart watch,its owner's child's location,its manufacturer,if the information is used to maintain or analyze the function of the device,coppa
523,a smart watch records its owner's child's location which is sent to its manufacturer under the following condition: if the information is used to serve contextual ads,a smart watch,its owner's child's location,its manufacturer,if the information is used to serve contextual ads,coppa
524,a smart watch records its owner's child's location which is sent to its manufacturer under the following condition: if it complies with the Children's Online Privacy Protection Rule,a smart watch,its owner's child's location,its manufacturer,if it complies with the Children's Online Privacy Protection Rule,coppa
525,a smart watch records its owner's child's location which is sent to a third-party service provider under the following condition: if its privacy policy permits it,a smart watch,its owner's child's location,a third-party service provider,if its privacy policy permits it,coppa
526,a smart watch records its owner's child's location which is sent to a third-party service provider under the following condition: if its owner is directly notified before the information was collected,a smart watch,its owner's child's location,a third-party service provider,if its owner is directly notified before the information was collected,coppa
527,a smart watch records its owner's child's location which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent,a smart watch,its owner's child's location,a third-party service provider,if its owner has given verifiable consent,coppa
528,a smart watch records its owner's child's location which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent before the information was collected,a smart watch,its owner's child's location,a third-party service provider,if its owner has given verifiable consent before the information was collected,coppa
529,"a smart watch records its owner's child's location which is sent to a third-party service provider under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a smart watch,its owner's child's location,a third-party service provider,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
530,a smart watch records its owner's child's location which is sent to a third-party service provider under the following condition: if it implements reasonable procedures to protect the information collected,a smart watch,its owner's child's location,a third-party service provider,if it implements reasonable procedures to protect the information collected,coppa
531,a smart watch records its owner's child's location which is sent to a third-party service provider under the following condition: if the information is kept confidential,a smart watch,its owner's child's location,a third-party service provider,if the information is kept confidential,coppa
532,a smart watch records its owner's child's location which is sent to a third-party service provider under the following condition: if the information is kept secure,a smart watch,its owner's child's location,a third-party service provider,if the information is kept secure,coppa
533,a smart watch records its owner's child's location which is sent to a third-party service provider under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a smart watch,its owner's child's location,a third-party service provider,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
534,a smart watch records its owner's child's location which is sent to a third-party service provider under the following condition: if the information is deleted,a smart watch,its owner's child's location,a third-party service provider,if the information is deleted,coppa
535,a smart watch records its owner's child's location which is sent to a third-party service provider under the following condition: if the information is used to protect a child's safety,a smart watch,its owner's child's location,a third-party service provider,if the information is used to protect a child's safety,coppa
536,a smart watch records its owner's child's location which is sent to a third-party service provider under the following condition: if the information is used to provide support for internal operations of the device,a smart watch,its owner's child's location,a third-party service provider,if the information is used to provide support for internal operations of the device,coppa
537,a smart watch records its owner's child's location which is sent to a third-party service provider under the following condition: if the information is used to maintain or analyze the function of the device,a smart watch,its owner's child's location,a third-party service provider,if the information is used to maintain or analyze the function of the device,coppa
538,a smart watch records its owner's child's location which is sent to a third-party service provider under the following condition: if the information is used to serve contextual ads,a smart watch,its owner's child's location,a third-party service provider,if the information is used to serve contextual ads,coppa
539,a smart watch records its owner's child's location which is sent to a third-party service provider under the following condition: if it complies with the Children's Online Privacy Protection Rule,a smart watch,its owner's child's location,a third-party service provider,if it complies with the Children's Online Privacy Protection Rule,coppa
540,a smart watch records its owner's child's sleeping habits which is sent to its manufacturer under the following condition: if its privacy policy permits it,a smart watch,its owner's child's sleeping habits,its manufacturer,if its privacy policy permits it,coppa
541,a smart watch records its owner's child's sleeping habits which is sent to its manufacturer under the following condition: if its owner is directly notified before the information was collected,a smart watch,its owner's child's sleeping habits,its manufacturer,if its owner is directly notified before the information was collected,coppa
542,a smart watch records its owner's child's sleeping habits which is sent to its manufacturer under the following condition: if its owner has given verifiable consent,a smart watch,its owner's child's sleeping habits,its manufacturer,if its owner has given verifiable consent,coppa
543,a smart watch records its owner's child's sleeping habits which is sent to its manufacturer under the following condition: if its owner has given verifiable consent before the information was collected,a smart watch,its owner's child's sleeping habits,its manufacturer,if its owner has given verifiable consent before the information was collected,coppa
544,"a smart watch records its owner's child's sleeping habits which is sent to its manufacturer under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a smart watch,its owner's child's sleeping habits,its manufacturer,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
545,a smart watch records its owner's child's sleeping habits which is sent to its manufacturer under the following condition: if it implements reasonable procedures to protect the information collected,a smart watch,its owner's child's sleeping habits,its manufacturer,if it implements reasonable procedures to protect the information collected,coppa
546,a smart watch records its owner's child's sleeping habits which is sent to its manufacturer under the following condition: if the information is kept confidential,a smart watch,its owner's child's sleeping habits,its manufacturer,if the information is kept confidential,coppa
547,a smart watch records its owner's child's sleeping habits which is sent to its manufacturer under the following condition: if the information is kept secure,a smart watch,its owner's child's sleeping habits,its manufacturer,if the information is kept secure,coppa
548,a smart watch records its owner's child's sleeping habits which is sent to its manufacturer under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a smart watch,its owner's child's sleeping habits,its manufacturer,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
549,a smart watch records its owner's child's sleeping habits which is sent to its manufacturer under the following condition: if the information is deleted,a smart watch,its owner's child's sleeping habits,its manufacturer,if the information is deleted,coppa
550,a smart watch records its owner's child's sleeping habits which is sent to its manufacturer under the following condition: if the information is used to protect a child's safety,a smart watch,its owner's child's sleeping habits,its manufacturer,if the information is used to protect a child's safety,coppa
551,a smart watch records its owner's child's sleeping habits which is sent to its manufacturer under the following condition: if the information is used to provide support for internal operations of the device,a smart watch,its owner's child's sleeping habits,its manufacturer,if the information is used to provide support for internal operations of the device,coppa
552,a smart watch records its owner's child's sleeping habits which is sent to its manufacturer under the following condition: if the information is used to maintain or analyze the function of the device,a smart watch,its owner's child's sleeping habits,its manufacturer,if the information is used to maintain or analyze the function of the device,coppa
553,a smart watch records its owner's child's sleeping habits which is sent to its manufacturer under the following condition: if the information is used to serve contextual ads,a smart watch,its owner's child's sleeping habits,its manufacturer,if the information is used to serve contextual ads,coppa
554,a smart watch records its owner's child's sleeping habits which is sent to its manufacturer under the following condition: if it complies with the Children's Online Privacy Protection Rule,a smart watch,its owner's child's sleeping habits,its manufacturer,if it complies with the Children's Online Privacy Protection Rule,coppa
555,a smart watch records its owner's child's sleeping habits which is sent to a third-party service provider under the following condition: if its privacy policy permits it,a smart watch,its owner's child's sleeping habits,a third-party service provider,if its privacy policy permits it,coppa
556,a smart watch records its owner's child's sleeping habits which is sent to a third-party service provider under the following condition: if its owner is directly notified before the information was collected,a smart watch,its owner's child's sleeping habits,a third-party service provider,if its owner is directly notified before the information was collected,coppa
557,a smart watch records its owner's child's sleeping habits which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent,a smart watch,its owner's child's sleeping habits,a third-party service provider,if its owner has given verifiable consent,coppa
558,a smart watch records its owner's child's sleeping habits which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent before the information was collected,a smart watch,its owner's child's sleeping habits,a third-party service provider,if its owner has given verifiable consent before the information was collected,coppa
559,"a smart watch records its owner's child's sleeping habits which is sent to a third-party service provider under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a smart watch,its owner's child's sleeping habits,a third-party service provider,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
560,a smart watch records its owner's child's sleeping habits which is sent to a third-party service provider under the following condition: if it implements reasonable procedures to protect the information collected,a smart watch,its owner's child's sleeping habits,a third-party service provider,if it implements reasonable procedures to protect the information collected,coppa
561,a smart watch records its owner's child's sleeping habits which is sent to a third-party service provider under the following condition: if the information is kept confidential,a smart watch,its owner's child's sleeping habits,a third-party service provider,if the information is kept confidential,coppa
562,a smart watch records its owner's child's sleeping habits which is sent to a third-party service provider under the following condition: if the information is kept secure,a smart watch,its owner's child's sleeping habits,a third-party service provider,if the information is kept secure,coppa
563,a smart watch records its owner's child's sleeping habits which is sent to a third-party service provider under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a smart watch,its owner's child's sleeping habits,a third-party service provider,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
564,a smart watch records its owner's child's sleeping habits which is sent to a third-party service provider under the following condition: if the information is deleted,a smart watch,its owner's child's sleeping habits,a third-party service provider,if the information is deleted,coppa
565,a smart watch records its owner's child's sleeping habits which is sent to a third-party service provider under the following condition: if the information is used to protect a child's safety,a smart watch,its owner's child's sleeping habits,a third-party service provider,if the information is used to protect a child's safety,coppa
566,a smart watch records its owner's child's sleeping habits which is sent to a third-party service provider under the following condition: if the information is used to provide support for internal operations of the device,a smart watch,its owner's child's sleeping habits,a third-party service provider,if the information is used to provide support for internal operations of the device,coppa
567,a smart watch records its owner's child's sleeping habits which is sent to a third-party service provider under the following condition: if the information is used to maintain or analyze the function of the device,a smart watch,its owner's child's sleeping habits,a third-party service provider,if the information is used to maintain or analyze the function of the device,coppa
568,a smart watch records its owner's child's sleeping habits which is sent to a third-party service provider under the following condition: if the information is used to serve contextual ads,a smart watch,its owner's child's sleeping habits,a third-party service provider,if the information is used to serve contextual ads,coppa
569,a smart watch records its owner's child's sleeping habits which is sent to a third-party service provider under the following condition: if it complies with the Children's Online Privacy Protection Rule,a smart watch,its owner's child's sleeping habits,a third-party service provider,if it complies with the Children's Online Privacy Protection Rule,coppa
570,a smart watch records its owner's child's call history which is sent to its manufacturer under the following condition: if its privacy policy permits it,a smart watch,its owner's child's call history,its manufacturer,if its privacy policy permits it,coppa
571,a smart watch records its owner's child's call history which is sent to its manufacturer under the following condition: if its owner is directly notified before the information was collected,a smart watch,its owner's child's call history,its manufacturer,if its owner is directly notified before the information was collected,coppa
572,a smart watch records its owner's child's call history which is sent to its manufacturer under the following condition: if its owner has given verifiable consent,a smart watch,its owner's child's call history,its manufacturer,if its owner has given verifiable consent,coppa
573,a smart watch records its owner's child's call history which is sent to its manufacturer under the following condition: if its owner has given verifiable consent before the information was collected,a smart watch,its owner's child's call history,its manufacturer,if its owner has given verifiable consent before the information was collected,coppa
