,vignette,actor,infotype,use,inference,type
91,"A browser collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",browser,your web activity including browsing or purchase history,to place ads targeted to you while on their site,your emotional state or your mood,web3
92,"A browser collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",browser,your web activity including browsing or purchase history,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
93,"A browser collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",browser,your web activity including browsing or purchase history,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
94,"A browser collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",browser,your web activity including browsing or purchase history,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
95,"A browser collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",browser,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
96,"A browser collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",browser,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web3
97,"A browser collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",browser,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
98,"A browser collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",browser,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
99,"A browser collects your your web activity including browsing or purchase history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",browser,your web activity including browsing or purchase history,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
100,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
101,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,your emotional state or your mood,web3
102,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
103,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
104,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,"your likes, clicks and engagement online",for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
105,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,"your likes, clicks and engagement online",to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
106,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,"your likes, clicks and engagement online",to improve services generally,your emotional state or your mood,web3
107,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,"your likes, clicks and engagement online",to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
108,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,"your likes, clicks and engagement online",to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
109,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,"your likes, clicks and engagement online",to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
110,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",search engine,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
111,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",search engine,"your likes, clicks and engagement online",to place ads targeted to you while on their site,your emotional state or your mood,web3
112,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",search engine,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
113,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",search engine,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
114,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",search engine,"your likes, clicks and engagement online",to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
115,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
116,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web3
117,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
118,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
119,"A search engine collects your your likes, clicks and engagement online. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,"your likes, clicks and engagement online","to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
120,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,your location,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
121,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,your location,for others to place ads targeted to you while you are online later,your emotional state or your mood,web3
122,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,your location,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
123,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,your location,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
124,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,your location,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
125,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,your location,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
126,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,your location,to improve services generally,your emotional state or your mood,web3
127,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,your location,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
128,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,your location,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
129,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,your location,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
130,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",search engine,your location,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
131,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",search engine,your location,to place ads targeted to you while on their site,your emotional state or your mood,web3
132,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",search engine,your location,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
133,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",search engine,your location,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
134,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",search engine,your location,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
135,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
136,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web3
137,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
138,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
139,"A search engine collects your your location. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your location,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
140,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,your search history,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
141,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,your search history,for others to place ads targeted to you while you are online later,your emotional state or your mood,web3
142,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,your search history,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
143,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,your search history,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
144,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,your search history,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
145,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,your search history,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
146,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,your search history,to improve services generally,your emotional state or your mood,web3
147,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,your search history,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
148,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,your search history,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
149,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,your search history,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
150,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",search engine,your search history,to place ads targeted to you while on their site,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
151,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",search engine,your search history,to place ads targeted to you while on their site,your emotional state or your mood,web3
152,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",search engine,your search history,to place ads targeted to you while on their site,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
153,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",search engine,your search history,to place ads targeted to you while on their site,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
154,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to place ads targeted to you while on their site",search engine,your search history,to place ads targeted to you while on their site,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
155,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
156,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)",your emotional state or your mood,web3
157,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
158,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
159,"A search engine collects your your search history. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to sell access to their data (e.g., to a potential buyer or lending institution)",search engine,your search history,"to sell access to their data (e.g., to a potential buyer or lending institution)","recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
160,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
161,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,your emotional state or your mood,web3
162,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
163,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
164,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order for others to place ads targeted to you while you are online later",search engine,the data you included in your profile,for others to place ads targeted to you while you are online later,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
165,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your demographics such as age, gender, race, family status, income, sexual orientation etc.. A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,the data you included in your profile,to improve services generally,"demographics such as age, gender, race, family status, income, sexual orientation etc.",web3
166,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your your emotional state or your mood. A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,the data you included in your profile,to improve services generally,your emotional state or your mood,web3
167,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,the data you included in your profile,to improve services generally,"friends or favourite activities (e.g., types of bars, reading preferences, LGBTQ+ friends, etc.)",web3
168,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,the data you included in your profile,to improve services generally,"interests, concerns or purchase intentions (e.g., diabetes concerns, babies, retirement planning, dating etc.)",web3
169,"A search engine collects your the data you included in your profile. Based on your collected data and people similar to you, the company is able to infer your recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.). A data brker is allowed to purchase this new knowledge about you and others in order to improve services generally",search engine,the data you included in your profile,to improve services generally,"recent medical procedures or doctor's office visits (e.g., therapist, reproductive care etc.)",web3
